2266::"Butcher's Wife, The"::"Butcher's Wife, The "::1991::Demi Moore|Jeff Daniels|George Dzundza|Mary Steenburgen|Frances McDormand|Margaret Colin|Max Perlich|Miriam Margolyes|Helen Hanft|Christopher Durang|Luis Avalos|Charles Pierce|Elizabeth Lawrence|Stephanie Laurence|Barry Neikrug
2267::Mortal Thoughts::Mortal Thoughts::1991::Demi Moore|Glenne Headly|Bruce Willis|John Pankow|Harvey Keitel|Billie Neal|Frank Vincent|Karen Shallo|Crystal Field|Marianne Leone|Marc Baron|Doris McCarthy|Christopher Scotellaro|Ron J. Amodea|Leonid Merzon
2268::"Few Good Men, A"::"Few Good Men, A "::1992::Tom Cruise|Jack Nicholson|Demi Moore|Kevin Bacon|Kiefer Sutherland|Kevin Pollak|James Marshall|J.T. Walsh|Christopher Guest|J.A. Preston|Matt Craven|Wolfgang Bodison|Xander Berkeley|John M. Jackson|Noah Wyle
2269::Indecent Proposal::Indecent Proposal::1993::Robert Redford|Demi Moore|Woody Harrelson|Seymour Cassel|Oliver Platt|Billy Bob Thornton|Rip Taylor|Billy Connolly|Joel Brooks|Pierre Epstein|Danny Zorn|Kevin West|Pamela Holt|Tommy Bush|Mariclare Costello
2270::"Century of Cinema, A"::"Century of Cinema, A "::1994::Don Ameche|Richard Attenborough|Dan Aykroyd|Kim Basinger|Milton Berle|George Burns|Tim Burton|Nicolas Cage|John Carradine|Marge Champion|Geraldine Chaplin|Chevy Chase|Roger Corman|Kevin Costner|Billy Crystal
2271::Permanent Midnight::Permanent Midnight::1998::Ben Stiller|Maria Bello|Jay Paulson|Spencer Garrett|Owen Wilson|Elizabeth Hurley|Lourdes Benedicto|Fred Willard|Chauncey Leopardi|Mary Thompson|Connie Nielsen|Charles Fleischer|Liz Torres|Douglas Spain|Janeane Garofalo
2272::One True Thing::One True Thing::1998::Meryl Streep|RenÈe Zellweger|William Hurt|Tom Everett Scott|Lauren Graham|Nicky Katt|James Eckhouse|Patrick Breen|Gerrit Graham|David Byron|Stephen Peabody|Lizbeth MacKay|Mary Catherine Wright|Sloane Shelton|Michele Shay
2273::Rush Hour::Rush Hour::1998::Ken Leung|Jackie Chan|Tom Wilkinson|Tzi Ma|Robert Littman|Michael Chow|Julia Hsu|Chris Tucker|Chris Penn|Kai Lennox|Larry Sullivan|Yang Lin|Roger Fan|George Cheung|Lucy Lin
2274::Lilian's Story::Lilian's Story::1995::Ruth Cracknell|Barry Otto|Toni Collette|John Flaus|Jeff Truman|Lyle O'Hara|Kate Agnew|Fiona Press|Pat Hutchinson|Rachel Szalay|Kris Bidenko|Janet Foye|Deborah Foster|Iris Shand|Michael Greir
2275::Six-String Samurai::Six-String Samurai::1998::Jeffrey Falcon|Justin McGuire|Kim De Angelo|Stephane Gauger|Clifford Hugo|Oleg Bernov|Igor Yuzov|Zhenya Kolykhanov|George L. Casillas|Avi Sills|Monti Ellison|Kareem|Richard McGuire|Paul Szopa|Jefferson Wagner
2276::"Soldier's Daughter Never Cries, A"::"Soldier's Daughter Never Cries, A "::1998::Kris Kristofferson|Barbara Hershey|Leelee Sobieski|Jane Birkin|Dominique Blanc|Jesse Bradford|Harley Cross|Isaach De BankolÈ|Macha MÈril|Nathalie Richard|Anthony Roth Costanzo|Bob Swaim|Virginie Ledoyen|Luisa Conlon|Samuel Gruen
2277::Somewhere in the City::Somewhere in the City::1997::Sandra Bernhard|Ornella Muti|Robert John Burke|Peter Stormare|Bai Ling|Paul Anthony Stewart|Bulle Ogier|Linda Dano|Bill Sage|Steven Schub|Kim Walker|John Fugelsang|Robert H. Shapiro|Kelly Dupre|Jimmy Noonan
2278::Ronin::Ronin::1998::Robert De Niro|Jean Reno|Natascha McElhone|Stellan SkarsgÂrd|Sean Bean|Skipp Sudduth|Michael Lonsdale|Jan TrÌska|Jonathan Pryce|Ron Perkins|FÈodor Atkine|Katarina Witt|Bernard Bloch|Dominic Gugliametti|Alan Beckworth
2279::Urban Legend::Urban Legend::1998::Jared Leto|Alicia Witt|Rebecca Gayheart|Michael Rosenbaum|Loretta Devine|Joshua Jackson|Tara Reid|John Neville|Julian Richings|Robert Englund|Danielle Harris|Natasha Gregson Wagner|Gord Martineau|Kay Hawtrey|Angela Vint
2280::Clay Pigeons::Clay Pigeons::1998::Joaquin Phoenix|Gregory Sporleder|Georgina Cates|Scott Wilson|Vince Vieluf|Wayne Brennan|Joseph D. Reitman|Vince Vaughn|Nicole Arlyn|Jeff Olson|Monica Moench|Kevin Rahm|Jesse Bennett|Phil Morris|Janeane Garofalo
2281::Monument Ave.::Monument Ave.::1998::Denis Leary|Ian Hart|Jason Barry|Lenny Clarke|Kevin Chapman|George MacDonald|John Diehl|Lyndon Byers|Herbie Ade|Noah Emmerich|Famke Janssen|Melissa Fitzgerald|Don Gavin|Billy Crudup|Colm Meaney
2282::Pecker::Pecker::1998::Edward Furlong|Christina Ricci|Bess Armstrong|Mark Joy|Mary Kay Place|Martha Plimpton|Brendan Sexton III|Mink Stole|Lili Taylor|Patricia Hearst|Jean Schertler|Lauren Hulsey|Mo Fischer|Donald Neal|Carolyn Stayer
2283::"Sheltering Sky, The"::"Sheltering Sky, The "::199::Debra Winger|John Malkovich|Campbell Scott|Jill Bennett|Timothy Spall|Eric Vu-An|Amina Annabi|Philippe Morier-Genoud|Sotigui KouyatÈ|Tom Novembre|Mohamed Ben SmaÔl|Kamel Cherif|Mohammed Afifi|Brahim Oubana|Carolyn De Fonseca
2284::Bandit Queen::Bandit Queen::1994::Seema Biswas|Nirmal Pandey|Rajesh Vivek|Raghuvir Yadav
2285::If....::If....::1968::Alexandros Amerikanos|Antonis Antoniou|Maria Antoulinaki|Orfeas Avgoustidis|Taxiarhis Hanos|Antonis Kafetzopoulos|Thodoros Katsafados|Errikos Litsis|Stelios Mainas|Manolis Mavromatakis|Dimitris Mavropoulos|Ieroklis Michaelidis|Giorgos Mitsikostas|Alex Moukanos|Kostas Nikouli
2286::"Fiendish Plot of Dr. Fu Manchu, The"::"Fiendish Plot of Dr. Fu Manchu, The "::198::Peter Sellers|Helen Mirren|David Tomlinson|Sid Caesar|Simon Williams|Steve Franken|Stratford Johns|John Le Mesurier|John Sharp|ClÈment Harari|Kwan-Young Lee|John Tan|Philip Tan|Serge Julien|Johns Rajohnson
2287::Them!::Them!::1954::James Whitmore|Edmund Gwenn|Joan Weldon|James Arness|Onslow Stevens|Sean McClory|Chris Drake|Sandy Descher|Mary Alan Hokanson|Don Shelton|Fess Parker|Olin Howland
2288::"Thing, The"::"Thing, The "::1982::Kurt Russell|Wilford Brimley|T.K. Carter|David Clennon|Keith David|Richard Dysart|Charles Hallahan|Peter Maloney|Richard Masur|Donald Moffat|Joel Polis|Thomas G. Waites|Norbert Weisser|Larry Franco|Nate Irwin
2289::"Player, The"::"Player, The "::1992::Tim Robbins|Greta Scacchi|Fred Ward|Whoopi Goldberg|Peter Gallagher|Brion James|Cynthia Stevenson|Vincent D'Onofrio|Dean Stockwell|Richard E. Grant|Sydney Pollack|Lyle Lovett|Dina Merrill|Angela Hall|Leah Ayres
2290::Stardust Memories::Stardust Memories::198::Woody Allen|Charlotte Rampling|Jessica Harper|Marie-Christine Barrault|Tony Roberts|Daniel Stern|Amy Wright|Helen Hanft|John Rothman|Anne De Salvo|Joan Neuman|Ken Chapin|Leonardo Cimino|Eli Mintz|Bob Maroff
2291::Edward Scissorhands::Edward Scissorhands::199::Johnny Depp|Winona Ryder|Dianne Wiest|Anthony Michael Hall|Kathy Baker|Robert Oliveri|Conchata Ferrell|Caroline Aaron|Dick Anthony Williams|O-Lan Jones|Vincent Price|Alan Arkin|Susan Blommaert|Linda Perri|John Davidson
2292::Overnight Delivery::Overnight Delivery::1996::Paul Rudd|Christine Taylor|Reese Witherspoon|Sarah Silverman|Buffy Sedlachek|Richard Cody|Gary Wolf|Carl Anthony Payne II|Tim McNiff|Gale Plewacki|Tamara Mello|John Sylvain|William Byrd Wilkins|John Beasley|Larry Drake
2293::Shadrach::Shadrach::1998::Martin Sheen|John Franklin Sawyer|Scott Terra|Ginnie Randall|Darrell Larson|Deborah Hedwall|Jonathan Parks Jordan|Erin Underwood|Alice Rogers|Monica Hewes|Daniel Treat|Andie MacDowell|Michael Ruff|Muse Watson|Doug Chancey
2294::Antz::Antz::1998::Woody Allen|Dan Aykroyd|Anne Bancroft|Jane Curtin|Danny Glover|Gene Hackman|Jennifer Lopez|John Mahoney|Paul Mazursky|Grant Shaud|Sylvester Stallone|Sharon Stone|Christopher Walken|Jim Cummings|Jerry Sroka
2295::"Impostors, The"::"Impostors, The "::1998::Oliver Platt|Stanley Tucci|Walker Jones|Jessica Walling|David Lipman|E. Katherine Kerr|George Guidall|William Hill|Alfred Molina|Michael Emerson|Jack O'Connell|Matt Malloy|Ted Blumberg|Lili Taylor|Tony Shalhoub
2296::"Night at the Roxbury, A"::"Night at the Roxbury, A "::1998::Will Ferrell|Chris Kattan|Raquel Gardner|Viveca Paulin|Paulette Braxton|Michael M. Horton|Richard Francese|Jennifer Coolidge|Michael Clarke Duncan|Richard Grieco|Trish Ramish|Loni Anderson|Dan Hedaya|Gina Mari|Roy Jenkins
2297::What Dreams May Come::What Dreams May Come::1998::Robin Williams|Cuba Gooding Jr.|Annabella Sciorra|Max von Sydow|Jessica Brooks Grant|Josh Paddock|Rosalind Chao|Lucinda Jenney|Maggie McCarthy|Wilma Bonet|Matt Salinger|Carin Sprague|June Carryl|Paul P. Card IV|Werner Herzog
2298::Strangeland::Strangeland::1998::Kevin Gage|Elizabeth PeÒa|Brett Harrelson|Robert Englund|Linda Cardellini|Tucker Smallwood|Ivonne Coll|Amy Smart|Dee Snider|Amal Rhoe|Robert LaSardo|Andrew Cooper|Archie Smith|Lois Hicks|Carey Westbrook
2299::"Battle of the Sexes, The"::"Battle of the Sexes, The "::1959::Kevin Gage|Elizabeth PeÒa|Brett Harrelson|Robert Englund|Linda Cardellini|Tucker Smallwood|Ivonne Coll|Amy Smart|Dee Snider|Amal Rhoe|Robert LaSardo|Andrew Cooper|Archie Smith|Lois Hicks|Carey Westbrook
2300::"Producers, The"::"Producers, The "::1968::Estelle Winwood|RenÈe Taylor|David Patch|William Hickey|Barney Martin|Shimen Ruskin|Frank Campanella|Josip Elic|Madelyn Cates|John Zoller|Brutus Peck|Anne Ives|Amelie Barleon|Lisa Kirk|Nell Harrison
2301::History of the World::History of the World:: Part I::1981::Mel Brooks|Dom DeLuise|Madeline Kahn|Harvey Korman|Cloris Leachman|Ron Carey|Gregory Hines|Pamela Stephenson|Shecky Greene|Sid Caesar|Mary-Margaret Humes|Orson Welles|Rudy De Luca|Leigh French|Richard Karron|Susette Carroll|Sammy Shore|J.J. Barry|Earl Finn|Suzanne Kent|Michael Champion|Howard Morris|Charlie Callas|Dena Dietrich|Paul Mazursky|Ron Clark|Jack Riley|Art Metrano|Diane Day|Henny Youngman|Hunter von Leer|Fritz Feld|Hugh Hefner|Pat McCormick|Barry Levinson|Sid Gould|Ronny Graham|Jim Steck|John Myhers|Lee Delano|Robert Goldberg|Alan U. Schwartz|Jay Burton|Robert Zappy|Ira Miller|Milt Freedman|Johnny Silver|Charles Thomas Murphy|Rod Haase|Eileen Saki|John Hurt|Henry Kaiser|Zale Kessler|Anthony J. Messina|Howard Mann|Sandy Helberg|Mitchell Bock|Gilbert Lee|Molly Basler|Deborah Dawes|Christine Dickinson|Lisa Sohm|Michele Drake|Jeana Keough|Lisa Welch|Janis Schmitt|Heidi Sorenson|Karen Morton|Kathy Collins|Lori Sutton|Lou Mulford|Jackie Mason|Phil Leeds|Jack Carter|Jan Murray|AndrÈas Voutsinas|Spike Milligan|John Hillerman|Sydney Lassick|Jonathan Cecil|Andrew Sachs|Fiona Richmond|Nigel Hawthorne|Bella Emberg|Geoffrey Larder|George Lane Cooper|Stephanie Marrian|Royce Mills|Mike Cottrell|Gerald Staddon|John Ghavan|Rusty Goffe|Scott Henderson|Michael Miller|Royce D. Applegate|Rest of cast listed alphabetically:|Bea Arthur|Sean Barry-Weske|Ava Cadell|Harry Fielder|Sandra Gray|Rod Haask|Walter Henry|Linda Hoxit|Denise McKenna|Carl Reiner|Cleo Rocos|Peter Ross-Murray|Dom Salinaro|Ted White|Albert Whitlock|Tom Willett|Fred Wood
2302::My Cousin Vinny::My Cousin Vinny::1992::Joe Pesci|Ralph Macchio|Marisa Tomei|Mitchell Whitfield|Fred Gwynne|Lane Smith|Austin Pendleton|Bruce McGill|Maury Chaykin|Paulene Myers|Raynor Scheine|James Rebhorn|Chris Ellis|Michael Simpson|Lou Walker|Kenny Jones|Thomas Merdis|J. Don Ferguson|Michael Genevie|Jeff Lewis|Ron Leggett|Aubrey J. Osteen|Larry Shuler|Suzi Bass|Michael Burgess|Bill Coates|Jill Jane Clements|Muriel Moore|Bob Penny|
2303::Nashville::Nashville::1975::David Arkin|Barbara Baxley|Ned Beatty|Karen Black|Ronee Blakley|Timothy Brown|Keith Carradine|Geraldine Chaplin|Robert DoQui|Shelley Duvall|Allen Garfield|Henry Gibson|Scott Glenn|Jeff Goldblum|Barbara Harris|David Hayward|Michael Murphy|Allan F. Nicholls|Dave Peel|Cristina Raines|Bert Remsen|Lily Tomlin|Gwen Welles|Keenan Wynn|James Dan Calvert|Donna Denton|Merle Kilgore|Carol McGinnis|Sheila Bailey|Patti Bryant|Richard Baskin|Jonnie Barnett|Vassar Clements|Misty Mountain Boys|Sue Barton|Elliott Gould|Julie Christie|
2304::Love Is the Devil::Love Is the Devil::1998::Derek Jacobi|Daniel Craig|Tilda Swinton|Anne Lambton|Adrian Scarborough|Karl Johnson|Annabel Brooks|Richard Newbould|Ariel de Ravenel|Tallulah|Andy Linden|David Kennedy|Gary Hume|Damian Dibben|Antony Cotton|Anthony Ryding|Christian Martin|Ray Olley|Wesley Morgan|Nigel Travis|Eddie Kerr|George Clarke|David Windle|William Hoyland|Mark Umbers|Hamish Bowles|Jibby Beane|Gentuca Bini|James Birch|Tim Burke|Liz Clarke|Jemima Cotter|Fiona Daly|John Dunbar|Victoria Fernandez|Natalie Gibson|Caroline Hardy|Charlie Hayward|Miles Johnson|Kate St. Johnston|Ulla Larson-Styles|Alistair Mathieson|Chiara Menage|James Mitchell|Gregor Muir|Jon Spiteri|Francesco Vezzoli|Thalia Valeta|Marjorie Walker|Gillian Young|Maria Bjˆrnson|Judy Blame|John Byrne|Les Child|Jake Dodds|Daniel Farson|Sandy Fawkes|David Harrison|Malcolm Key|Philippe Krootchey|Steven Linard|Alan Macdonald|Norman Rosenthal|Thomasina Smith|Yolanda Sonnabend|Annie Symons|David Symons|Sue Tilley|Virginia Wetherell|Winford|Michael Wojas|Roger Bowdler|Duggie Fields|Pam Hogg|Ben Martin|Amanda Menage|William Middleton|Christina Moore|Elspeth Thompson|Tutu|Susie Bick|Lucy Ferry|Simon Goldberg|David Harvey|Rifat Ozbek|Anita Pallenberg|Jimmy Trindy|Andy Walsh|Gaby Agis|Melanie Arnold|Matt Cogger|Angus Fairhurst|Georgie Hopton|Marco Jackson|Sarah Lucas|Jean Mortimore|Lance Patterson|Johnnie Shand Kydd|Josephine Soughan|Dave Baby|Sam Chapman|Andrew Coltrane|Daniele Minns|Tracey Emin|Caron Geary|Sam Hawkins|Darren King|Donald McInnes|Martin Meister|Gillian Wearing|Jonathan Williams|Stevan Zivanovic|April|Sheena|Piers Feltham|Ben Gibson|Sam Jilkes|Nick Mortimore|Alan Percy|Baillie Walsh
2305::Slam::Slam::1998::Saul Williams|Sonja Sohn|Bonz Malone|Lawrence Wilson|Beau Sia|Andre Taylor|Momolu Stewart|Ron Jones|Reamer Shedrick|Allan E. Lucas|Dominic Chianese Jr.|Jerome Goldman|DJ Renegade|Liza Jessie Peterson|Taylor Mali|Bob Holman|Rhozier Brown|Richard Stratton|Marion Barry Jr.|Weusi Baraka|Eddie Black|Harry Campbell|Robert Philson|Daniel M. Favors|Johnny Foye|Jesse Hicks|Carolyn Morris|Leonard Thompson Jr.|Todd Baker|Joseph A. Wilson|Talib Watson|Kevin Kennedy|Donnell Robinson
2306::Holy Man::Holy Man::1998::Eddie Murphy|Jeff Goldblum|Kelly Preston|Robert Loggia|Jon Cryer|Eric McCormack|Sam Kitchin|Robert Small|Marc Macaulay|Mary Stout|Edie McClurg|Kim Staunton|Morgan Fairchild|Betty White|Florence Henderson|James Brown|Soupy Sales|Dan Marino|Willard Scott|Nino Cerruti|Barbara Barron|Madeline Vail|Clarence Reynolds|Mal Jones|Jody Wilson|Pamela West|Tim Powell|Lori Viveros Herek|Angel Schmiedt|Whitney Dupree|Jennifer Taylor|Robert Walker|Elodia Riovega|Avrohom Horovitz|Al Kamarr|Dan Fitzgerald|Mark Brown|Mike Benitez|Deborah Magdalena|Adriana CataÒo|Andrea Lively|Kim Alexis|Veronica Webb|Lee Bryant|Nick Santa Maria|Aaron Elbaz|Scotty Gallin|John Bosa|Jeffrey Wetzel|Erin Morrissey|Daryl Meyer|Ronda Pierson|Brett Rice|John Archie|Armando Ramos|Nancy Duerr|Tonya Oliver|Fred Workman|Jacqueline Chernov|Roger E. Reid|Peter Paul DeLeo|Errol Smith|Dave Corey|Alejandro Acosta Fox|Maria Alejandra Carpio|Laurie Wallace|Willie Gault|Amanda Lynn|Charles Haugk|Margaret Muldoon|Mark Massar|Toy Van Lierop|Dana Hawkins|Denise Heinrich|Antoni Corone|Marc C. Geschwind|A.J. Alexander O. Parhm|Alan Jordan|Mike Kirton
2307::One Tough Cop::One Tough Cop::1998::Stephen Baldwin|Chris Penn|Gina Gershon|Michael McGlone|Christopher Bregman|Mike Santana|Vito Rezza|Marium Carvell|Luis Guzm·n|Dana Dietl|Deirdre Coleman Imus|Harvey Atkin|Paul Guilfoyle|Lori Alter|Victor Slezak|Amy Irving|Jason Blicker|Frank Gio|Edmonte Salvato|Bo Dietl|Frank Pellegrino|David Filippi|Michael Rispoli|Paul Calderon|Jean Paul|Stu 'Large' Riley|Saundra McClain|Ezra Knight|Ingrid Rogers|Karen Robinson|Lawrence Gilliard Jr.|Barbara Barnes-Hopkins|Lloyd Adams|David Sparrow|Mary Hammett|Monica Talma|Marlow Vella|Philip Akin|Nigel Bennett
2308::Detroit 9::Detroit 9::1973::Alex Rocco|Hari Rhodes|Vonetta McGee|Herbert Jefferson Jr.|Robert Phillips|Ellaraino|Scatman Crothers|Sally Baker|Rudy Challenger|Doris Ingraham|George Skaff|Council Cargle|Regis Cordic|Stacy Keach Sr.|Davis Roberts|Jason Sommers|Bob Charlton|Ed Oldani|Mike Lucci|Martha Jean Steinberg|Woody Willis|Ernie Winstanley|Ron Khoury|Jerry Dahlmann|Whit Vernon|Don Hayes|Herb Weatherspoon|Michael Tylo|Don Shapiro|Erik L. Nelson|Hedgemon Lewis|Ron McIlwain|
2309::The Inheritors::"Inheritors, The (Die Siebtelbauern) "::1998::Simon Schwarz|Sophie Rois|Lars Rudolph|Tilo Pr¸ckner|Ulrich Wildgruber|Julia Gschnitzer|Susanne Silverio|Kirstin Schwab|Werner Prinz|Dietmar Nigsch|Elisabeth Orth|Christoph Gusenbauer|Gertraud Maybˆck|Norbert Perchtold|Michael Pogo Kreiner|Johann Naderer|Eddie Fischnaller
2310::"Mighty, The"::"Mighty, The "::1998::Charlize Theron|Bill Paxton|Rade Serbedzija|Peter Firth|David Paymer|Regina King|Robert Wisdom|Naveen Andrews|Lawrence Pressman|Linda Purl|Mika Boorem|Geoffrey Blake|Christian Clemenson|Cory Buck|Liz Georges
2311::21::21::1984::Roy Scheider|John Lithgow|Helen Mirren|Bob Balaban|Keir Dullea|Douglas Rain|Madolyn Smith Osborne|Dana Elcar|Taliesin Jaffe|James McEachin|Mary Jo Deschanel|Elya Baskin|Saveliy Kramarov|Oleg Rudnik|Natasha Shneider|Vladimir Skomarovsky|Victor Steinbach|Jan TrÌska|Larry Carroll|Herta Ware|Cheryl Carter|Ron Recasner|Robert Lesser|Candice Bergen|Delana Michaels|Gene McGarr
2312::Children of a Lesser God::Children of a Lesser God::1986::William Hurt|Marlee Matlin|Piper Laurie|Philip Bosco|Allison Gompf|John F. Cleary|Philip Holmes|Georgia Ann Cline|William D. Byrd|Frank Carter Jr.|John Limnidis|Bob Hiltermann|E. Katherine Kerr|John Basinger|Barry Magnani|Linda Bove|Ann Hanson|James Carrington|Max Brown|MarÌa Cellario|Jon-Paul Dougherty|Linda Swim|Lois Clowater|Allan R. Francis|Richard Kendall|Christopher Shay|Laraine Isa|Nanci Kendall|Marie Brazil|Charlene Legere|Leigh French|Archie Hahn|Jack Blessing|Nicholas Guest|Gigi Vorgan|Lynne Marie Stewart
2313::The Elephant Man::"Elephant Man, The "::198::Anthony Hopkins|John Hurt|Anne Bancroft|John Gielgud|Wendy Hiller|Freddie Jones|Michael Elphick|Hannah Gordon|Helen Ryan|John Standing|Dexter Fletcher|Lesley Dunlop|Phoebe Nicholls|Pat Gorman|Claire Davenport|Orla Pederson|Patsy Smart|Frederick Treves|Stromboli|Richard Hunter|James Cormack|Robert Lewis Bush|Roy Evans|Joan Rhodes|Nula Conwell|Tony London|Alfie Curtis|Bernadette Milnes|Brenda Kempner|Carol Harrison|Hugh Manning|Dennis Burgess|Fanny Carby|William Morgan Sheppard|Kathleen Byron|Gerald Case|David Ryall|Deirdre Costello|Pauline Quirke|Kenny Baker|Chris Greener|Marcus Powell|Gilda Cohen|Lesley Scoble|Teri Scoble|Eiji Kusuhara|Robert Day|Patricia Hodge|Tommy Wright|Peter Davidson|John Rapley|Hugh Spight|Teresa Codling|Marion Betzold|Caroline Haigh|Florenzio Morgado|Victor Kravchenko|Beryl Hicks|Michele Amas|Lucie Alford|Penny Wright|Janie Kells|Lydia Lisle
2314::Beloved::Beloved::1998::Yada Beener|Emil Pinnock|Calen Johnson|Oprah Winfrey|Beah Richards|Danny Glover|Kimberly Elise|Jude Ciccolella|Kessia Embry|Dashiell Eaves|LisaGay Hamilton|Tyler Hinson|Brian Hooks|Hill Harper|Thandie Newton|George E. Ray|Wes Bentley|Irma P. Hall|Dorothy Love Coates|Vertamae Grosvenor|Angie Utt|Jim Roche|Frederick Strother|Lillian Smith|Ramona Castle|Aliya Robinson|Albert Hall|Brooklyn James|Anthony Chisholm|Nora Marlowe|Joe Toutebon|Brittany Hawkins|Alerte Belance|Ayoka Dorsey|Ashleigh Watson|Dajon Matthews|Norris Wiggins Jr.|Tracey Walter|Terel Gibson|Harry Northup|Damani Baker|Paul Lazar|Robert W. Castle|Jane White|Leigh Smiley|Dan Olmstead|Jiggs Walker|Charles Glenn|Carol Jean Lewis|Jason Robards|Anthony S. Calypso|Ysaye M. Barnwell|Aisha Kahlil|Trazana Beverley|Carol Maillard|Cecelia Ann Birt|Dianne McIntyre|Grace Blake|Gaynielle Neville|Jordan Cael|Madeline Preston|Nitanju Bolade Casel|Matt Rochester|Edwidge Danticat|Millicent Sparks|Yanick Etienne|Lisa Summerour|Denise Gassant|Ophelia M. Turner|Frances Gray|Karen Vicks|Thelma Houston|Willa Ward|Louise Johnson|Pauletta Washington|Jacqueline Celestin Fils-AimÈ|Oumou Sangare|Hazel Fernadez
2315::Bride of Chucky::Bride of Chucky::1998::Jennifer Tilly|Brad Dourif|Katherine Heigl|Nick Stabile|Alexis Arquette|Gordon Michael Woolvett|John Ritter|Lawrence Dane|Michael Louis Johnson|James Gallanders|Janet Kidder|Vince Corazza|Kathy Najimy|Park Bench|Emily Weedon|Ben Bass|Roger McKeen|Sandi Stahlbrand
2316::Practical Magic::Practical Magic::1998::Sandra Bullock|Nicole Kidman|Stockard Channing|Dianne Wiest|Goran Visnjic|Aidan Quinn|Evan Rachel Wood|Alexandra Artrip|Mark Feuerstein|Caprice Benedetti|Annabella Price|Camilla Belle|Lora Anne Criswell|Margo Martindale|Chloe Webb|Martha Gehman|Lucinda Jenney|Cordelia Richards|Mary Gross|Jack Kirschke|Herta Ware|Ellen Geer|Courtney Dettrich|John McLeod|Trevor Duncan|Colby Cochran|Caitlyn Holley|Ken Serratt Jr.|Rich Sickler|Jeanne Robinson|Deborah Kancher|Peter Shaw|Caralyn Kozlowski
2317::The Alarmist::"Alarmist, The "::1997::David Arquette|Stanley Tucci|Kate Capshaw|Mary McCormack|Ryan Reynolds|Tricia Vessey|Ruth Miller|Hoke Howell|Michael Learned|Lewis Arquette|Richmond Arquette|Gabriel Dell Jr.|Valerie Long|Kim Tobin|Colin Campbell|Eric Zivot|Vinnie Bilancio|Clea DuVall|David Brisbin|Brad Gorman|Dennis Cockrum|Matt Malloy|Alex Nepomniaschy
2318::Happiness::Happiness::1998::Jane Adams|Jon Lovitz|Philip Seymour Hoffman|Dylan Baker|Lara Flynn Boyle|Justin Elvin|Cynthia Stevenson|Lila Glantzman-Leib|Gerry Becker|Rufus Read|Louise Lasser|Ben Gazzara|Camryn Manheim|Arthur J. Nascarella|Molly Shannon|Ann Harada|Douglas McGrath|Eric Marcus|Eytan Mirsky|Lisa Louise Langford|Anne Bobby|Socorro Santiago|Allison Furman|Wai Ching Ho|Bina Sharif|Tsepo Mokone|Jared Harris|Dan Moran|Evan Silverberg|Marla Maples|Hope Pomerance|Matt Malloy|Elizabeth Ashley|Dan Tedlie|Marina Gayzidorskaya|Johann Carlo|Joe Lisi|JosÈ Rabelo|Diane Tyler|Olga Stepanova|
