956::Dazed and Confused::Jason London|Joey Lauren Adams|Milla Jovovich|Shawn Andrews|Rory Cochrane|Adam Goldberg|Anthony Rapp|Sasha Jenson|Marissa Ribisi|Deena Martin|Michelle Burke|Cole Hauser|Christine Harnos|Wiley Wiggins|Mark Vandermeulen
957::Naked::Shaquille O'Neal|Annabeth Gish|Judd Nelson|Richard Roundtree|Irma P. Hall|Ray J|Harvey Silver|Charles Napier|Kerrie Keane|Eric Pierpoint|Tembi Locke|Thom Barry|Gary Graham|Eric Saiet|Hill Harper
958::Orlando::Felicity Palmer|Rosemary Joshua|Rosa Mannion|Jennifer Lane|Harry van der Kamp
959::Ruby in Paradise::Ashley Judd|Todd Field|Bentley Mitchum|Allison Dean|Dorothy Lyman|Betsy Douds|Felicia Hernández|Divya Satia|Bobby Barnes|Sharon M. Lewis|Paul E. Mills|Brik Berkes|Abigail McKelvey|Kristina Daman|Mark Limmer
960::Some Folks Call It a Sling Blade::Billy Bob Thornton|Molly Ringwald|J.T. Walsh|Jefferson Mays|Suzanne Cryer|Abby Abernathy|Brent Briscoe|Otto Coelho|Abe Dalool|Ron Livingston|Aaron Wheeler|Bill Boll|Chester Dent|Bill Sprague|Joey Bilow
961::Month by the Lake, A::Vanessa Redgrave|Edward Fox|Uma Thurman|Alida Valli|Carlo Cartier|Alessandro Gassmann|Natalia Bizzi|Frances Nacman|Paolo Lombardi|Riccardo Rossi|Sonia Martinelli|Veronica Wells|Carlotta Bresciani|Bianca Tognocchi
962::Funny Face::Audrey Hepburn|Fred Astaire|Kay Thompson|Michel Auclair|Robert Flemyng|Dovima|Suzy Parker|Sunny Hartnett|Jean Del Val|Virginia Gibson|Sue England|Ruta Lee|Alex Gerry|Iphigenie Castiglioni
963::Affair to Remember, An::Cary Grant|Deborah Kerr|Richard Denning|Neva Patterson|Cathleen Nesbitt|Robert Q. Lewis|Charles Watts|Fortunio Bonanova
964::Little Lord Fauntleroy::Freddie Bartholomew|Dolores Costello|C. Aubrey Smith|Guy Kibbee|Henry Stephenson|Mickey Rooney|Constance Collier|E.E. Clive|Una O'Connor|Jackie Searl|Jessie Ralph|Ivan F. Simpson|Helen Flint|Eric Alden|May Beatty
965::Inspector General, The::Danny Kaye|Walter Slezak|Barbara Bates|Elsa Lanchester|Gene Lockhart|Alan Hale|Walter Catlett|Rhys Williams
966::Winnie the Pooh and the Blustery Day::Sebastian Cabot|Sterling Holloway|John Fiedler|Jon Walmsley|Hal Smith|Ralph Wright|Junius Matthews|Howard Morris|Barbara Luddy|Clint Howard|Paul Winchell
967::Hear My Song::Brian Flanagan|Constance Cowley|Marie Mullen|Phil Kelly|Jean Blanchflower|Adrian Dunbar|Tara Fitzgerald|John Dair|Stephen Marcus|John Neville Rufus Altman|Joe Cuddy|Britta Smith|Gladys Sheehan|Gina Moxley|Rúaidhrí Conroy
968::Mediterraneo::Diego Abatantuono|Claudio Bigagli|Giuseppe Cederna|Claudio Bisio|Gigio Alberti|Ugo Conti|Memo Dini|Vasco Mirandola|Vana Barba|Luigi Montini|Irene Grazioli|Antonio Catania
969::Passion Fish::Mary McDonnell|Angela Bassett|Lenore Banks|Will Mahoney|Nelle Stokes|Brett Ardoin|Michael Mantell|Daniel Dupont|Chuck Cain|Shana Ledet Qualls|Paula Lafleur|Maggie Renzi|Marianne Muellerleile|Victoria Edwards|Amanda Carlin
970::Grateful Dead::Nonez|Nonez
971::Eye for an Eye::Sally Field|Ed Harris|Olivia Burnette|Alexandra Kyle|Kiefer Sutherland|Joe Mantegna|Beverly D'Angelo|Darrell Larson|Charlayne Woodard|Philip Baker Hall|Keith David|Wanda Acuna|Geoffrey Rivas|Armin Shimerman|Natalija Nogulich
972::Fear::Mark Wahlberg|Reese Witherspoon|William Petersen|Amy Brenneman|Alyssa Milano|Christopher Gray|Tracy Fraim|Gary Riley|Jason Kristofer|Jed Rees|Todd Caldecott|Gerry Bean|David Fredericks|Rav Toor|Andrew Airlie
973::Solo::Mario Van Peebles|Barry Corbin|William Sadler|Jaime Gomez|Demián Bichir|Seidy Lopez|Abraham Verduzco|Joaquín Garrido|William Wallace|Adrien Brody|Brent Schaeffer|Lucas Dudley|Christopher Michael|Rafael Velasco|Abel Woolrich
974::Substitute, The::Tom Berenger|Raymond Cruz|William Forsythe|Luis Guzmán|Richard Brooks|Ana Azcuy|Diane Venora|Glenn Plummer|Shar-Ron Corley|Vincent Laresca|Maurice Compte|Marc Anthony|Ernie Hudson|Beau Weaver|Cliff De Young
975::Heaven's Prisoners::Alec Baldwin|Kelly Lynch|Mary Stuart Masterson|Eric Roberts|Teri Hatcher|Vondie Curtis-Hall|Badja Djola|Samantha Lagpacan|Joe Viterelli|Tuck Milligan|Hawthorne James|Don Stark|Carl A. McGee|Paul Guilfoyle|Christopher Kriesa
976::Trigger Effect, The::Kyle MacLachlan|Elisabeth Shue|Dermot Mulroney|Richard T. Jones|Bill Smitrovich|Michael Rooker|Tori Kristiansen|Tyra Kristiansen|Rick Worthy|Edhem Barker|Tyrone Tann|David O'Donnell|Monica Torres|Greg Grunberg|Kerri Vickers
977::Mother Night::Nick Nolte|Anthony J. Robinow|Michael McGill|Shimon Aviel|Bill Corday|Bronwen Mantel|Brawley Nolte|Sheryl Lee|John Goodman|Louis Strauss|Zach Grenier|Richard Zeman|Thomas Hauff|Jeff Pufah|Norman Rodway
978::Dangerous Ground::Thokozani Nkosi|Ron Smerczak|Wilson Dunster|Ice Cube|Sechaba Morojele|Peter Khubeke|Roslyn Morapedi|Elizabeth Hurley|Mabel Mafuya|Fana Mokoena|Maimela Motubatse|Nkululeko Mabandla|Robert Whitehead|Gresham Phetjaulima|Tony Caprari
979::Maximum Risk::Jean-Claude Van Damme|Natasha Henstridge|Jean-Hugues Anglade|Zach Grenier|Paul Ben-Victor|Frank Senger|Stefanos Miltsakakis|Frank van Keeken|David Hemblen|Stéphane Audran|Dan Moran|Donald Burda|Rob Kaman|Herb Lovelle|Denis Costanzo
980::Rich Man's Wife, The::Halle Berry|Peter Greene|Clive Owen|Frankie Faison|Charles Hallahan|Allan Rich|Clea Lewis|Christopher McDonald|Loyda Ramos|William Crossett|Eddie Francis|Lou DiMaggio|Alexandra Hedison|John Paragon|Marc Shelton
981::Shadow Conspiracy::Charlie Sheen|Donald Sutherland|Linda Hamilton|Stephen Lang|Ben Gazzara|Nicholas Turturro|Stanley Anderson|Theodore Bikel|Charles Cioffi|Paul Gleason|Terry O'Quinn|Sam Waterston|Gore Vidal|Henry Strozier|Dey Young
982::Blood & Wine::Nonez|Nonez
983::Turbulence::Ray Liotta|Lauren Holly|Brendan Gleeson|Hector Elizondo|Rachel Ticotin|Jeffrey DeMunn|John Finn|Ben Cross|Catherine Hicks|Heidi Kling|Gordy Owens|J. Kenneth Campbell|James MacDonald|Michael Harney|Grand L. Bush
984::Underworld::James FleetSusan WooldridgeMike ReidCamilla PowerAlun ArmstrongTrevor CooperDavid TroughtonMorgan JonesGary LamminTrevor PeacockAnnette CrosbieGuy NormasChristopher FairbankKevin McNallyTony MaudsleyJonathan CoyPaul ClarksonOwen BrenmanSean GleesonCharlotte EmmersonKarl Glenn StimpsonJudy BrowneAdam DeanJimmy MulvilleBohdan PorajSusan EngelClare CliffordAlbert WellingMalcolm TerrisJan Pearson|
985::Beautician and the Beast, The::Fran Drescher|Timothy Dalton|Ian McNeice|Patrick Malahide|Lisa Jakub|Michael Lerner|Phyllis Newman|Heather DeLoach|Adam LaVorgna|Kyle Wilkerson|Tyler Wilkerson|Timothy Dowling|Michael Immel|Tonya Watts|Tamara Mello
986::Cats Don't Dance::Scott Bakula|Jasmine Guy|Natalie Cole|Ashley Peldon|Lindsay Ridgeway|Kathy Najimy|John Rhys-Davies|George Kennedy|Rene Auberjonois|Betty Lou Gerson|Hal Holbrook|Matthew Herried|Don Knotts|Rick Logan|Frank Welker
987::Anna Karenina::Sophie Marceau|Sean Bean|Alfred Molina|Mia Kirshner|James Fox|Fiona Shaw|Danny Huston|Phyllida Law|David Schofield|Saskia Wickham|Jennifer Hall|Anna Calder-Marshall|Valerie Braddell|Petr Shelokhonov|Niall Buggy
988::Keys to Tulsa::Eric Stoltz|James Spader|Deborah Kara Unger|Joanna Going|Michael Rooker|Randy Graff|Mary Tyler Moore|James Coburn|Peter Strauss|Cameron Diaz|Dennis Letts|Josh Ridgway|Marco Perella|George Greif|Doran Ingram
989::Head Above Water::Harvey Keitel|Cameron Diaz|Craig Sheffer|Billy Zane|Shay Duffin
990::Hercules::Tate Donovan|Josh Keaton|Roger Bart|Danny DeVito|James Woods|Susan Egan|Bobcat Goldthwait|Matt Frewer|Rip Torn|Samantha Eggar|Barbara Barrie|Hal Holbrook|Paul Shaffer|Amanda Plummer|Carole Shelley
991::Last Time I Committed Suicide, The::Thomas Jane|Keanu Reeves|Adrien Brody|John Doe|Claire Forlani|Jim Haynie|Marg Helgenberger|Lucinda Jenney|Gretchen Mol|Pat McNamara|Kate Williamson|Cristine Rose|Meadow Sisto|Amy Smart|Alexandra Holden
992::Kiss Me, Guido::Nick Scotti|Anthony Barrile|Anthony DeSando|Craig Chester|Domenick Lombardozzi|Molly Price|Christopher Lawford|David Deblinger|John Tormey|Antonia Rey|Jennifer Esposito|Anthony Vitale|Frankie Dellarosa|Rebecca Waxman|Tony Ray Rossi
993::Big Green, The::Steve Guttenberg|Olivia d'Abo|Jay O. Sanders|John Terry|Chauncey Leopardi|Patrick Renna|Billy L. Sullivan|Yareli Arizmendi|Bug Hall|Jessica Robertson|Anthony Esquivel|Jordan Brower|Hayley Kolb|Haley Miller|Ashley Welch
994::Stuart Saves His Family::Steve Guttenberg|Olivia d'Abo|Jay O. Sanders|John Terry|Chauncey Leopardi|Patrick Renna|Billy L. Sullivan|Yareli Arizmendi|Bug Hall|Jessica Robertson|Anthony Esquivel|Jordan Brower|Hayley Kolb|Haley Miller|Ashley Welch
995::Cabin Boy::Chris Elliott|Ritch Brinkley|James Gammon|Brian Doyle-Murray|Brion James|Melora Walters|I.M. Hobson|Alex Nevil|David H. Sterry|Bob Elliott|Edward Flotard|Jim Cummings|David Letterman|Ann Magnuson|Russ Tamblyn
996::Clean Slate::Dana Carvey|Valeria Golino|James Earl Jones|Kevin Pollak|Michael Gambon|Michael Murphy|Jayne Brook|Vyto Ruginis|Olivia d'Abo|Angela Paton|Mark Bringelson|Christopher Meloni|Timothy Scott|Gailard Sartain|Robert Wisdom
997::Lightning Jack::Paul Hogan|Cuba Gooding Jr.|Beverly D'Angelo|Kamala Lopez|Pat Hingle|L.Q. Jones|Richard Riehle|Frank McRae|Roger Daltrey|Max Cullen|Sandy Ward|Roy Brocksmith|Douglas Stewart|Kevin O'Morrison|Mark Miles
998::Stupids, The::Tom Arnold|Jessica Lundy|Bug Hall|Alex McKenna|Mark Metcalf|Matt Keeslar|Scott Kraft|Victor Ertmanis|Earl Williams|George Chiang|Max Landis|Carol Ng|Arthur Eng|Jennifer Dean|Garry Robbins
999::Pest, The::John Leguizamo|Jeffrey Jones|Freddy Rodríguez|Pat Skipper|Edoardo Ballerini|Joe Morton|Tammy Townsend|Aries Spears|Charles Hallahan|Tom McCleister|Ivonne Coll|Jorge Luis Abreu|Jennifer Broughton|Yau-Gene Chan|Judyann Elder
1000::That Darn Cat!::Christina Ricci|Doug E. Doug|Dean Jones|George Dzundza|Peter Boyle|Michael McKean|Bess Armstrong|Dyan Cannon|John Ratzenberger|Megan Cavanagh|Estelle Parsons|Rebecca Schull|Thomas F. Wilson|Brian Haley|Mark Christopher Lawrence
1001::Geronimo: An American Legend::Jason Patric|Gene Hackman|Robert Duvall|Wes Studi|Matt Damon|Rodney A. Grant|Kevin Tighe|Steve Reevis|Carlos Palomino|Victor Aaron|Stuart Proud Eagle Grant|Stephen McHattie|John Finn|Lee de Broux|Rino Thunder
1002::Double vie de Véronique, La::Irène Jacob|Halina Gryglaszewska|Kalina Jedrusik|Aleksander Bardini|Wladyslaw Kowalski|Jerzy Gudejko|Janusz Sterninski|Philippe Volter|Sandrine Dumas|Louis Ducreux|Claude Duneton|Lorraine Evanoff|Guillaume de Tonquédec|Gilles Gaston-Dreyfus|Alain Frérot
1003::Until the End of the World::Solveig Dommartin|Pietro Falcone|Enzo Turrin|Chick Ortega|Eddy Mitchell|William Hurt|Adelle Lutz|Ernie Dingo|Jean-Charles Dumay|Sam Neill|Ernest Berk|Christine Oesterlein|Rüdiger Vogler|Diogo Dória|Amália Rodrigues
1004::Waiting for Guffman::Deborah Theaker|Michael Hitchcock|Scott Williamson|Larry Miller|Don Lake|Christopher Guest|Fred Willard|Catherine O'Hara|Parker Posey|David Cross|Eugene Levy|James McQueen|Turk Pipkin|Jerry Turman|Bob Balaban
1005::I Shot Andy Warhol::Lili Taylor|Jared Harris|Martha Plimpton|Lothaire Bluteau|Anna Levine|Peter Friedman|Tahnee Welch|Jamie Harrold|Donovan Leitch Jr.|Michael Imperioli|Reg Rogers|Bill Sage|Jill Hennessy|Coco McPherson|Myriam Cyr
1006::Stealing Beauty::Carlo Cecchi|Sinéad Cusack|Joseph Fiennes|Jason Flemyng|Anna Maria Gherardi|Jeremy Irons|Jean Marais|Donal McCann|D.W. Moffett|Ignazio Oliva|Stefania Sandrelli|Francesco Siciliano|Mary Jo Sorgani|Leonardo Treviglio|Liv Tyler
1007::Basquiat::Jeffrey Wright|Michael Wincott|Benicio Del Toro|Claire Forlani|David Bowie|Dennis Hopper|Gary Oldman|Christopher Walken|Willem Dafoe|Jean-Claude La Marre|Parker Posey|Elina Löwensohn|Paul Bartel|Courtney Love|Tatum O'Neal
1008::2 Days in the Valley::Danny Aiello|Greg Cruttwell|Jeff Daniels|Teri Hatcher|Glenne Headly|Peter Horton|Marsha Mason|Paul Mazursky|James Spader|Eric Stoltz|Charlize Theron|Keith Carradine|Louise Fletcher|Austin Pendleton|Kathleen Luong
1009::Private Parts::Howard Stern|Robin Quivers|Mary McCormack|Fred Norris|Paul Giamatti|Gary Dell'Abate|Jackie Martling|Carol Alt|Richard Portnow|Kelly Bishop|Henry Goodman|Jonathan Hadary|Paul Hecht|Allison Janney|Michael Murphy
1010::Anaconda::Jennifer Lopez|Ice Cube|Jon Voight|Eric Stoltz|Jonathan Hyde|Owen Wilson|Kari Wuhrer|Vincent Castellanos|Danny Trejo|Frank Welker
1011::Romy and Michele's High School Reunion::Mira Sorvino|Lisa Kudrow|Janeane Garofalo|Alan Cumming|Julia Campbell|Mia Cottet|Kristin Bauer van Straten|Elaine Hendrix|Vincent Ventresca|Camryn Manheim|Justin Theroux|Jacob Vargas|Tami-Adrian George|Neil Dickson|E.J. Callahan
1012::Shiloh::Nonez|Nonez
1013::Con Air::Colm Meaney|Mykelti Williamson|Nick Chinlund|Renoly Santiago|John Malkovich|Ving Rhames|Dave Chappelle|Rachel Ticotin|Steve Eastin|Steve Buscemi|Danny Trejo|M.C. Gainey|Landry Allbright|John Cusack|Monica Potter
1014::Trees Lounge::Carol Kane|Mark Boone Junior|Steve Buscemi|Bronson Dudley|Anthony LaPaglia|Michael Buscemi|Elizabeth Bracco|John Ventimiglia|Steven Randazzo|Suzanne Shepherd|Rockets Redglare|Joe Lisi|Debi Mazar|Eszter Balint|Richard Boes
1015::Tie Me Up! Tie Me Down!::Nonez|Nonez
1016::Die xue shuang xiong::Nonez|Nonez
1017::Gaslight::Charles Boyer|Ingrid Bergman|Joseph Cotten|May Whitty|Angela Lansbury|Barbara Everest|Emil Rameau|Edmund Breon|Halliwell Hobbes|Tom Stevenson|Heather Thatcher|Lawrence Grossmith|Jakob Gimpel
1018::8 1/2::Marcello Mastroianni|Claudia Cardinale|Anouk Aimée|Sandra Milo|Rossella Falk|Barbara Steele|Madeleine Lebeau|Caterina Boratto|Eddra Gale|Guido Alberti|Mario Conocchia|Bruno Agostini|Cesarino Miceli Picardi|Jean Rougeul|Mario Pisu
1019::Fast, Cheap & Out of Control::Dave Hoover|George Mendonça|Raymond A. Mendez|Rodney Brooks
1020::Fathers' Day::Robin Williams|Billy Crystal|Julia Louis-Dreyfus|Nastassja Kinski|Charlie Hofheimer|Bruce Greenwood|Dennis Burkley|Haylie Johnson|Charles Rocket|Patti D'Arbanville|Jared Harris|Louis Lombardi|Mark McGrath|Craig Bullock|Charles Stan Frazier
1021::Mrs. Dalloway::Vanessa Redgrave|Natascha McElhone|Michael Kitchen|Alan Cox|Sarah Badel|Lena Headey|John Standing|Robert Portal|Oliver Ford Davies|Hal Cruttenden|Rupert Graves|Amelia Bullmore|Margaret Tyzack|Robert Hardy|Richenda Carey
1022::Fire Down Below::Steven Seagal|Marg Helgenberger|Stephen Lang|Brad Hunt|Kris Kristofferson|Harry Dean Stanton|Levon Helm|Mark Collie|Alex Harvey|Ed Bruce|Amelia Neighbors|Richard Masur|Michael Krawic|Clay Jeter|Yvonne Pollard
1023::Lay of the Land, The::Sally Kellerman|Ed Begley Jr.|Sandra Taylor|Stuart Margolin|Tyne Daly|Rance Howard|Avery Schreiber|April Shawhan|Tom Nowicki|Elisabeth Redford|Avis-Marie Barnes|Joy Christino|Ted Christino|Timothy McLaughlin|Mikki Scanlon
1024::Shooter, The::Dolph Lundgren|Maruschka Detmers|Assumpta Serna|Gavan O'Herlihy|John Ashton|Simón Andreu|Pablo Scola|Petr Drozda|Roslav Walter|Michael Rogers|Pavel Vokoun|Martin Hub|Jana Altmanová|Jiri Kraus|Guilio Kukurugya
1025::Grumpier Old Men::Walter Matthau|Jack Lemmon|Sophia Loren|Ann-Margret|Burgess Meredith|Daryl Hannah|Kevin Pollak|Katie Sagona|Ann Morgan Guilbert|James Andelin|Marcus Klemp|Max Wright|Cheryl Hawker|Wayne A. Evenson|Allison Levine
1026::Jury Duty::Pauly Shore|Tia Carrere|Stanley Tucci|Brian Doyle-Murray|Abe Vigoda|Charles Napier|Richard Edson|Richard Riehle|Alex Datcher|Richard T. Jones|Sharon Barr|Jack McGee|Nick Bakay|Ernie Lee Banks|Shelley Winters
1027::Beverly Hillbillies, The::Jim Varney|Diedrich Bader|Erika Eleniak|Cloris Leachman|Lily Tomlin|Lea Thompson|Dolly Parton|Rob Schneider|Dabney Coleman|Penny Fuller|Kevin Connolly|Linda Carlson|Lyman Ward|Leann Hunley|Ernie Lively
1028::Lassie::Tom Guiry|Helen Slater|Jon Tenney|Brittany Boyd|Frederic Forrest|Richard Farnsworth|Michelle Williams|Joe Inscoe|Yvonne Erickson|Clayton Barclay Jones|Charlie Hofheimer|Jody Smith Strickler|Margaret Peery|David Bridgewater|Earnest Poole Jr.
1029::Little Big League::Luke Edwards|Timothy Busfield|John Ashton|Ashley Crow|Kevin Dunn|Billy L. Sullivan|Miles Feulner|Jonathan Silverman|Dennis Farina|Jason Robards|Wolfgang Bodison|Duane Davis|Leon Durham|Kevin Elster|Joseph Latimore
1030::Homeward Bound II: Lost in San Francisco::Michael J. Fox|Sally Field|Ralph Waite|Al Michaels|Tommy Lasorda|Bob Uecker|Tress MacNeille|Jon Polito|Adam Goldberg|Sinbad|Carla Gugino|Tisha Campbell-Martin|Stephen Tobolowsky|Ross Malinger|Michael Bell
1031::Quest, The::Jean-Claude Van Damme|Roger Moore|James Remar|Janet Gunn|Jack McGee|Aki Aleong|Abdel Qissi|Louis Mandylor|Chang Ching Peng Chaplin|Ryan Cutrona|Shane Meier|Matt Lyon|Jen Sung|Peter Wong|Kitao Koji
1032::Cool Runnings::Leon|Doug E. Doug|Rawle D. Lewis|Malik Yoba|John Candy|Raymond J. Barry|Peter Outerbridge|Paul Coeur|Larry Gilman|Charles Hyatt|Winston Stona|Bertina Macauley|Pauline Stone Myrie|Kristoffer Cooper|Bill Dow
1033::Drop Dead Fred::Phoebe Cates|Rik Mayall|Marsha Mason|Tim Matheson|Carrie Fisher|Keith Charles|Ashley Peldon|Daniel Gerroll|Ron Eldard|Eleanor Mondale|Bob Reid|Peter Thoemke|Sjoukje De Jong Douma|Paul Holmes|Steve Cochran
1034::Grease 2::Maxwell Caulfield|Michelle Pfeiffer|Lorna Luft|Maureen Teefy|Alison Price|Pamela Adlon|Adrian Zmed|Peter Frechette|Christopher McDonald|Leif Green|Didi Conn|Eve Arden|Sid Caesar|Dody Goodman|Tab Hunter
1035::Switchback::R. Lee Ermey|Walton Goggins|Ted Levine|Louis Schaefer|William Fichtner|Jared Leto|Robert L. Somers|Lexie Stuart|Danny Glover|Ted Markland|Gregory Scott Cummins|Tommy Puett
1036::Hamlet::Riz Abbasi|Richard Attenborough|David Blair|Brian Blessed|Kenneth Branagh|Richard Briers|Michael Bryant|Peter Bygott|Julie Christie|Billy Crystal|Charles Daish|Judi Dench|Gérard Depardieu|Reece Dinsdale|Ken Dodd
1037::Two if by Sea::Denis Leary|Sandra Bullock|Stephen Dillane|Yaphet Kotto|Mike Starr|Jonathan Tucker|Wayne Robson|Michael Badalucco|Lenny Clarke|Jonny Fido|Don Gavin|Shaun R. Clarke|Markus Parilo|John Friesen|Sean Runnette
1038::Forget Paris::Billy Crystal|Debra Winger|Joe Mantegna|Cynthia Stevenson|Richard Masur|Julie Kavner|William Hickey|Robert Costanzo|John Spencer|Tom Wright|Cathy Moriarty|Johnny Williams|Marv Albert|Bill Walton|Charles Barkley
1039::Just Cause::Sean Connery|Laurence Fishburne|Kate Capshaw|Blair Underwood|Ed Harris|Christopher Murray|Ruby Dee|Scarlett Johansson|Daniel J. Travanti|Ned Beatty|Liz Torres|Lynne Thigpen|Taral Hicks|Victor Slezak|Kevin McCarthy
1040::Rent-a-Kid::Leslie Nielsen|Christopher Lloyd|Matt McCoy|Sherry Miller|Amos Crawley|Cody Jones|Tabitha Lupien|Tony Rosato|Lisa LaCroix|Kevin Hicks|Tannis Burnett|Edward Heeley|Judah Katz|Ellen-Ray Hennessy|Michael Anderson Jr.
1041::Paper, The::Michael Keaton|Robert Duvall|Glenn Close|Marisa Tomei|Randy Quaid|Jason Robards|Jason Alexander|Spalding Gray|Catherine O'Hara|Lynne Thigpen|Jack Kehoe|Roma Maffia|Clint Howard|Geoffrey Owens|Amelia Campbell
1042::Fearless::Jeff Bridges|Isabella Rossellini|Rosie Perez|Tom Hulce|John Turturro|Benicio Del Toro|Deirdre O'Connell|John de Lancie|Spencer Vrooman|Dano Cerny|Eve Roberts|Robin Pearson Rose|Debra Monk|Cynthia Mace|Randle Mell
1043::Malice::Alec Baldwin|Nicole Kidman|Bill Pullman|Bebe Neuwirth|George C. Scott|Anne Bancroft|Peter Gallagher|Josef Sommer|Tobin Bell|William Duff-Griffin|Debrah Farentino|Gwyneth Paltrow|David Bowe|Diana Bellamy|Michael Hatt
1044::Multiplicity::Michael Keaton|Andie MacDowell|Zack Duhame|Katie Schlossberg|Harris Yulin|Richard Masur|Eugene Levy|Ann Cusack|John de Lancie|Judith Kahan|Brian Doyle-Murray|Obba Babatundé|Julie Bowen|Dawn Maxey|Kari Coleman
1045::She's the One::John Mahoney|Edward Burns|Michael McGlone|Maxine Bahns|Jennifer Aniston|Cameron Diaz|Malachy McCourt|Leslie Mann|Amanda Peet|Anita Gillette|Frank Vincent|Beatrice Winde|Eugene Osborne Smith|Robert Weil|Tom Tammi
1046::House Arrest::Kyle Howard|Herbert Russell|Jamie Lee Curtis|Kevin Pollak|Amy Sakasitz|Mooky Arizona|Caroline Aaron|Alex Seltz-Wald|Josh Wolford|Wallace Shawn|Jennifer Love Hewitt|Patrika Darbo|Ray Walston|Christopher McDonald|Colleen Camp
1047::Ghost and Mrs. Muir, The::Gene Tierney|Rex Harrison|George Sanders|Edna Best|Vanessa Brown|Anna Lee|Robert Coote|Natalie Wood|Isobel Elsom|Victoria Horne
1048::Associate, The::Whoopi Goldberg|Dianne Wiest|Eli Wallach|Tim Daly|Bebe Neuwirth|Austin Pendleton|Lainie Kazan|George Martin|Kenny Kerr|Lee Wilkof|Helen Hanft|George Morfogen|Zeljko Ivanek|Miles Chapin|Jean De Baer
1049::Dracula: Dead and Loving It::Leslie Nielsen|Peter MacNicol|Steven Weber|Amy Yasbeck|Lysette Anthony|Harvey Korman|Mel Brooks|Mark Blankfield|Megan Cavanagh|Clive Revill|Chuck McCann|Avery Schreiber|Cherie Franklin|Ezio Greggio|Leslie S. Sachs
1050::Now and Then::Christina Ricci|Rosie O'Donnell|Thora Birch|Melanie Griffith|Gaby Hoffmann|Demi Moore|Ashleigh Aston Moore|Rita Wilson|Devon Sawa|Walter Sparrow|Cloris Leachman|Lolita Davidovich|Janeane Garofalo|Hank Azaria|Bonnie Hunt
1051::Mr. Wrong::Ellen DeGeneres|Bill Pullman|Joan Cusack|Dean Stockwell|Joan Plowright|John Livingston|Robert Goulet|Ellen Cleghorne|Hope Davis|Brad William Henke|Christine Cattell|Peter White|Polly Holliday|Briant Wells|Camille Saviola
1052::Simple Twist of Fate, A::Steve Martin|Gabriel Byrne|Laura Linney|Catherine O'Hara|Alana Austin|Alyssa Austin|Alaina Mobley|Callie Mobley|Victoria Evans|Elizabeth Evans|Stephen Baldwin|Byron Jennings|Michael Des Barres|Tim Ware|David Dwyer
1053::Cronos::Nonez|Nonez
1054::Pallbearer, The::David Schwimmer|Gwyneth Paltrow|Michael Rapaport|Toni Collette|Carol Kane|Michael Vartan|Bitty Schram|Jean De Baer|Elizabeth Franz|Mark Margolis|Barbara Hershey|Edoardo Ballerini|Matthew Faber|Robin Morse|Tony Machine
1055::War, The::Elijah Wood|Kevin Costner|Mare Winningham|Lexi Randall|LaToya Chisholm|Christopher Fennell|Donald Sellers|Leon Sills|Will West|Brennan Gallagher|Adam Henderson|Charlette Julius|Jennifer Tyler|Lucas Black|Justin Lucas
1056::Don't Be a Menace to South Central While Drinking Your Juice in the Hood::Shawn Wayans|Marlon Wayans|Tracey Cherelle Jones|Chris Spencer|Suli McCullough|Darrel Heath|Helen Martin|Isaiah Barnes|Lahmard J. Tate|Keenen Ivory Wayans|Keith Morris|Craig Wayans|Casey Lee|Joe Scott|Kim Wayans
